dt,currency,rate_to_rub,nominal
2021-02-19,GBP,102.4742,1
2021-02-19,RUB,1,1
2021-02-19,USD,73.7755,1
2021-02-20,EUR,89.5427,1
2021-02-20,GBP,103.405,1
2021-02-20,RUB,1,1
2021-02-20,USD,73.9717,1
2021-02-21,EUR,89.6604,1
2021-02-21,GBP,103.7024,1
2021-02-21,RUB,1,1
2021-02-21,USD,73.9833,1
2021-02-22,EUR,89.6604,1
2021-02-22,GBP,103.7024,1
2021-02-22,RUB,1,1
2021-02-22,USD,73.9833,1
2021-02-23,EUR,89.6604,1
2021-02-23,GBP,103.7024,1
2021-02-23,RUB,1,1
2021-02-23,USD,73.9833,1
2021-02-24,EUR,89.6604,1
2021-02-24,GBP,103.7024,1
2021-02-24,RUB,1,1
2021-02-24,USD,73.9833,1
2021-02-25,EUR,89.6691,1
2021-02-25,GBP,104.5747,1
2021-02-25,RUB,1,1
2021-02-25,USD,73.7532,1
2021-02-26,EUR,89.4995,1
2021-02-26,GBP,103.8785,1
2021-02-26,RUB,1,1
2021-02-26,USD,73.4747,1
2021-02-27,EUR,90.3743,1
2021-02-27,GBP,103.8251,1
2021-02-27,RUB,1,1
2021-02-27,USD,74.4373,1
2021-02-28,EUR,90.3743,1
2021-02-28,GBP,103.8251,1
2021-02-28,RUB,1,1
2021-02-28,USD,74.4373,1
2021-03-01,EUR,90.3743,1
2021-03-01,GBP,103.8251,1
2021-03-01,RUB,1,1
2021-03-01,USD,74.4373,1
2021-03-02,EUR,89.4461,1
2021-03-02,GBP,103.2851,1
2021-03-02,RUB,1,1
2021-03-02,USD,74.0448,1
2021-03-03,EUR,89.5652,1
2021-03-03,GBP,103.5481,1
2021-03-03,RUB,1,1
2021-03-03,USD,74.5755,1
2021-03-04,EUR,88.8768,1
2021-03-04,GBP,102.6762,1
2021-03-04,RUB,1,1
2021-03-04,USD,73.5187,1
2021-03-05,EUR,88.9421,1
2021-03-05,GBP,102.9099,1
2021-03-05,RUB,1,1
2021-03-05,USD,73.7864,1
2021-03-06,EUR,88.9334,1
2021-03-06,GBP,103.1342,1
2021-03-06,RUB,1,1
2021-03-06,USD,74.4275,1
2021-03-07,EUR,88.9334,1
2021-03-07,GBP,103.1342,1
2021-03-07,RUB,1,1
2021-03-07,USD,74.4275,1
2021-03-08,EUR,88.9334,1
2021-03-08,GBP,103.1342,1
2021-03-08,RUB,1,1
2021-03-08,USD,74.4275,1
2021-03-09,EUR,88.9334,1
2021-03-09,GBP,103.1342,1
2021-03-09,RUB,1,1
2021-03-09,USD,74.4275,1
2021-03-10,EUR,88.1736,1
2021-03-10,GBP,103.0562,1
2021-03-10,RUB,1,1
2021-03-10,USD,74.264,1
2021-03-11,EUR,87.9587,1
2021-03-11,GBP,102.8258,1
2021-03-11,RUB,1,1
2021-03-11,USD,74.0393,1
2021-03-12,EUR,87.7585,1
2021-03-12,GBP,102.5099,1
2021-03-12,RUB,1,1
2021-03-12,USD,73.4996,1
2021-03-13,EUR,87.7981,1
2021-03-13,GBP,102.4997,1
2021-03-13,RUB,1,1
2021-03-13,USD,73.5081,1
2021-03-14,EUR,87.7981,1
2021-03-14,GBP,102.4997,1
2021-03-14,RUB,1,1
2021-03-14,USD,73.5081,1
2021-03-15,EUR,87.7981,1
2021-03-15,GBP,102.4997,1
2021-03-15,RUB,1,1
2021-03-15,USD,73.5081,1
2021-03-16,EUR,87.3508,1
2021-03-16,GBP,102.0337,1
2021-03-16,RUB,1,1
2021-03-16,USD,73.2317,1
2021-03-17,EUR,86.9852,1
2021-03-17,GBP,100.9574,1
2021-03-17,RUB,1,1
2021-03-17,USD,72.9619,1
2021-03-18,EUR,86.9693,1
2021-03-18,GBP,101.6994,1
2021-03-18,RUB,1,1
2021-03-18,USD,73.1019,1
2021-03-19,EUR,88.1173,1
2021-03-19,GBP,102.8858,1
2021-03-19,RUB,1,1
2021-03-19,USD,73.6582,1
2021-03-20,EUR,88.433,1
2021-03-20,GBP,103.3424,1
2021-03-20,RUB,1,1
2021-03-20,USD,74.139,1
2021-03-21,EUR,88.433,1
2021-03-21,GBP,103.3424,1
2021-03-21,RUB,1,1
2021-03-21,USD,74.139,1
2021-03-22,EUR,88.433,1
2021-03-22,GBP,103.3424,1
2021-03-22,RUB,1,1
2021-03-22,USD,74.139,1
2021-03-23,EUR,88.6573,1
2021-03-23,GBP,103.4148,1
2021-03-23,RUB,1,1
2021-03-23,USD,74.6085,1
2021-03-24,EUR,89.767,1
2021-03-24,GBP,104.0701,1
2021-03-24,RUB,1,1
2021-03-24,USD,75.3585,1
2021-03-25,EUR,90.0515,1
2021-03-25,GBP,104.2694,1
2021-03-25,RUB,1,1
2021-03-25,USD,76.1535,1
2021-03-26,EUR,89.9768,1
2021-03-26,GBP,104.3128,1
2021-03-26,RUB,1,1
2021-03-26,USD,76.1741,1
2021-03-27,EUR,89.2576,1
2021-03-27,GBP,104.3637,1
2021-03-27,RUB,1,1
2021-03-27,USD,75.7576,1
2021-03-28,EUR,89.2576,1
2021-03-28,GBP,104.3637,1
2021-03-28,RUB,1,1
2021-03-28,USD,75.7576,1
2021-03-29,EUR,89.2576,1
2021-03-29,GBP,104.3637,1
2021-03-29,RUB,1,1
2021-03-29,USD,75.7576,1
2021-03-30,EUR,89.349,1
2021-03-30,GBP,104.8332,1
2021-03-30,RUB,1,1
2021-03-30,USD,75.8287,1
2021-03-31,EUR,88.8821,1
2021-03-31,GBP,104.1588,1
2021-03-31,RUB,1,1
2021-03-31,USD,75.7023,1
2021-04-01,EUR,88.7452,1
2021-04-01,GBP,104.1299,1
2021-04-01,RUB,1,1
2021-04-01,USD,75.6373,1
2021-04-02,EUR,88.9523,1
2021-04-02,GBP,104.5383,1
2021-04-02,RUB,1,1
2021-04-02,USD,75.8073,1
2021-04-03,EUR,89.5916,1
2021-04-03,GBP,105.2856,1
2021-04-03,RUB,1,1
2021-04-03,USD,76.0734,1
2021-04-04,EUR,89.5916,1
2021-04-04,GBP,105.2856,1
2021-04-04,RUB,1,1
2021-04-04,USD,76.0734,1
2021-04-05,EUR,89.5916,1
2021-04-05,GBP,105.2856,1
2021-04-05,RUB,1,1
2021-04-05,USD,76.0734,1
2021-04-06,EUR,89.9958,1
2021-04-06,GBP,106.1978,1
2021-04-06,RUB,1,1
2021-04-06,USD,76.6052,1
2021-04-07,EUR,90.1821,1
2021-04-07,GBP,105.8095,1
2021-04-07,RUB,1,1
2021-04-07,USD,76.3802,1
2021-04-08,EUR,92.3321,1
2021-04-08,GBP,107.4045,1
2021-04-08,RUB,1,1
2021-04-08,USD,77.773,1
2021-04-09,EUR,91.6192,1
2021-04-09,GBP,105.9369,1
2021-04-09,RUB,1,1
2021-04-09,USD,77.1011,1
2021-04-10,EUR,91.7809,1
2021-04-10,GBP,105.7633,1
2021-04-10,RUB,1,1
2021-04-10,USD,77.1657,1
2021-04-11,EUR,91.7809,1
2021-04-11,GBP,105.7633,1
2021-04-11,RUB,1,1
2021-04-11,USD,77.1657,1
2021-04-12,EUR,91.7809,1
2021-04-12,GBP,105.7633,1
2021-04-12,RUB,1,1
2021-04-12,USD,77.1657,1
2021-04-13,EUR,92.0669,1
2021-04-13,GBP,106.4915,1
2021-04-13,RUB,1,1
2021-04-13,USD,77.5104,1
2021-04-14,EUR,91.9162,1
2021-04-14,GBP,106.2236,1
2021-04-14,RUB,1,1
2021-04-14,USD,77.2535,1
2021-04-15,EUR,90.5391,1
2021-04-15,GBP,104.4193,1
2021-04-15,RUB,1,1
2021-04-15,USD,75.6826,1
2021-04-16,EUR,92.2307,1
2021-04-16,GBP,106.1026,1
2021-04-16,RUB,1,1
2021-04-16,USD,76.9808,1
2021-04-17,EUR,90.4602,1
2021-04-17,GBP,103.8861,1
2021-04-17,RUB,1,1
2021-04-17,USD,75.5535,1
2021-04-18,EUR,90.4602,1
2021-04-18,GBP,103.8861,1
2021-04-18,RUB,1,1
2021-04-18,USD,75.5535,1
2021-04-19,EUR,90.4602,1
2021-04-19,GBP,103.8861,1
2021-04-19,RUB,1,1
2021-04-19,USD,75.5535,1
2021-04-20,EUR,91.476,1
2021-04-20,GBP,105.8109,1
2021-04-20,RUB,1,1
2021-04-20,USD,76.2491,1
2021-04-21,EUR,91.7507,1
2021-04-21,GBP,106.4217,1
2021-04-21,RUB,1,1
2021-04-21,USD,76.0155,1
2021-04-22,EUR,92.2913,1
2021-04-22,GBP,107.0945,1
2021-04-22,RUB,1,1
2021-04-22,USD,76.8198,1
2021-04-23,EUR,92.0423,1
2021-04-23,GBP,106.3332,1
2021-04-23,RUB,1,1
2021-04-23,USD,76.4217,1
2021-04-24,EUR,90.4676,1
2021-04-24,GBP,104.1939,1
2021-04-24,RUB,1,1
2021-04-24,USD,75.0893,1
2021-04-25,EUR,90.4676,1
2021-04-25,GBP,104.1939,1
2021-04-25,RUB,1,1
2021-04-25,USD,75.0893,1
2021-04-26,EUR,90.4676,1
2021-04-26,GBP,104.1939,1
2021-04-26,RUB,1,1
2021-04-26,USD,75.0893,1
2021-04-27,EUR,90.4468,1
2021-04-27,GBP,104.1219,1
2021-04-27,RUB,1,1
2021-04-27,USD,74.768,1
2021-04-28,EUR,90.4666,1
2021-04-28,GBP,104.0189,1
2021-04-28,RUB,1,1
2021-04-28,USD,74.9578,1
2021-04-29,EUR,90.4289,1
2021-04-29,GBP,104.0378,1
2021-04-29,RUB,1,1
2021-04-29,USD,74.939,1
2021-04-30,EUR,90.1513,1
2021-04-30,GBP,103.7782,1
2021-04-30,RUB,1,1
2021-04-30,USD,74.3823,1
2021-05-01,EUR,90.585,1
2021-05-01,GBP,104.1694,1
2021-05-01,RUB,1,1
2021-05-01,USD,74.8451,1
2021-05-02,EUR,90.585,1
2021-05-02,GBP,104.1694,1
2021-05-02,RUB,1,1
2021-05-02,USD,74.8451,1
2021-05-03,EUR,90.585,1
2021-05-03,GBP,104.1694,1
2021-05-03,RUB,1,1
2021-05-03,USD,74.8451,1
2021-05-04,EUR,90.585,1
2021-05-04,GBP,104.1694,1
2021-05-04,RUB,1,1
2021-05-04,USD,74.8451,1
2021-05-05,EUR,90.451,1
2021-05-05,GBP,104.4638,1
2021-05-05,RUB,1,1
2021-05-05,USD,75.2567,1
2021-05-06,EUR,89.7742,1
2021-05-06,GBP,103.9979,1
2021-05-06,RUB,1,1
2021-05-06,USD,74.8617,1
2021-05-07,EUR,89.6788,1
2021-05-07,GBP,103.6695,1
2021-05-07,RUB,1,1
2021-05-07,USD,74.577,1
2021-05-08,EUR,89.506,1
2021-05-08,GBP,103.2288,1
2021-05-08,RUB,1,1
2021-05-08,USD,74.1373,1
2021-05-09,EUR,89.506,1
2021-05-09,GBP,103.2288,1
2021-05-09,RUB,1,1
2021-05-09,USD,74.1373,1
2021-05-10,EUR,89.506,1
2021-05-10,GBP,103.2288,1
2021-05-10,RUB,1,1
2021-05-10,USD,74.1373,1
2021-05-11,EUR,89.506,1
2021-05-11,GBP,103.2288,1
2021-05-11,RUB,1,1
2021-05-11,USD,74.1373,1
2021-05-12,EUR,90.004,1
2021-05-12,GBP,104.6277,1
2021-05-12,RUB,1,1
2021-05-12,USD,74.1567,1
2021-05-13,EUR,89.8475,1
2021-05-13,GBP,104.6703,1
2021-05-13,RUB,1,1
2021-05-13,USD,74.04,1
2021-05-14,EUR,89.9343,1
2021-05-14,GBP,104.4487,1
2021-05-14,RUB,1,1
2021-05-14,USD,74.3566,1
2021-05-15,EUR,89.6249,1
2021-05-15,GBP,104.0543,1
2021-05-15,RUB,1,1
2021-05-15,USD,73.9968,1
2021-05-16,EUR,89.6249,1
2021-05-16,GBP,104.0543,1
2021-05-16,RUB,1,1
2021-05-16,USD,73.9968,1
2021-05-17,EUR,89.6249,1
2021-05-17,GBP,104.0543,1
2021-05-17,RUB,1,1
2021-05-17,USD,73.9968,1
2021-05-18,EUR,89.6584,1
2021-05-18,GBP,104.0672,1
2021-05-18,RUB,1,1
2021-05-18,USD,73.8537,1
2021-05-19,EUR,89.9057,1
2021-05-19,GBP,104.616,1
2021-05-19,RUB,1,1
2021-05-19,USD,73.6992,1
2021-05-20,EUR,90.1006,1
2021-05-20,GBP,104.4678,1
2021-05-20,RUB,1,1
2021-05-20,USD,73.6778,1
2021-05-21,EUR,89.7708,1
2021-05-21,GBP,103.9904,1
2021-05-21,RUB,1,1
2021-05-21,USD,73.6007,1
2021-05-22,EUR,89.9446,1
2021-05-22,GBP,104.4104,1
2021-05-22,RUB,1,1
2021-05-22,USD,73.5803,1
2021-05-23,EUR,89.9446,1
2021-05-23,GBP,104.4104,1
2021-05-23,RUB,1,1
2021-05-23,USD,73.5803,1
2021-05-24,EUR,89.9446,1
2021-05-24,GBP,104.4104,1
2021-05-24,RUB,1,1
2021-05-24,USD,73.5803,1
2021-05-25,EUR,89.6877,1
2021-05-25,GBP,104.0916,1
2021-05-25,RUB,1,1
2021-05-25,USD,73.5266,1
2021-05-26,EUR,89.9545,1
2021-05-26,GBP,104.0466,1
2021-05-26,RUB,1,1
2021-05-26,USD,73.3963,1
2021-05-27,EUR,89.9392,1
2021-05-27,GBP,103.9506,1
2021-05-27,RUB,1,1
2021-05-27,USD,73.4737,1
2021-05-28,EUR,89.6555,1
2021-05-28,GBP,103.8549,1
2021-05-28,RUB,1,1
2021-05-28,USD,73.458,1
2021-05-29,EUR,89.6731,1
2021-05-29,GBP,104.4567,1
2021-05-29,RUB,1,1
2021-05-29,USD,73.587,1
2021-05-30,EUR,89.6731,1
2021-05-30,GBP,104.4567,1
2021-05-30,RUB,1,1
2021-05-30,USD,73.587,1
2021-05-31,EUR,89.6731,1
2021-05-31,GBP,104.4567,1
2021-05-31,RUB,1,1
2021-05-31,USD,73.587,1
2021-06-01,EUR,89.3778,1
2021-06-01,GBP,103.8978,1
2021-06-01,RUB,1,1
2021-06-01,USD,73.2965,1
2021-06-02,EUR,89.5958,1
2021-06-02,GBP,103.9291,1
2021-06-02,RUB,1,1
2021-06-02,USD,73.2411,1
2021-06-03,EUR,89.6895,1
2021-06-03,GBP,103.8893,1
2021-06-03,RUB,1,1
2021-06-03,USD,73.4979,1
2021-06-04,EUR,89.2644,1
2021-06-04,GBP,103.8072,1
2021-06-04,RUB,1,1
2021-06-04,USD,73.2636,1
2021-06-05,EUR,88.7545,1
2021-06-05,GBP,103.4236,1
2021-06-05,RUB,1,1
2021-06-05,USD,73.2721,1
2021-06-06,EUR,88.7545,1
2021-06-06,GBP,103.4236,1
2021-06-06,RUB,1,1
2021-06-06,USD,73.2721,1
2021-06-07,EUR,88.7545,1
2021-06-07,GBP,103.4236,1
2021-06-07,RUB,1,1
2021-06-07,USD,73.2721,1
2021-06-08,EUR,88.653,1
2021-06-08,GBP,103.0347,1
2021-06-08,RUB,1,1
2021-06-08,USD,72.9294,1
2021-06-09,EUR,88.6433,1
2021-06-09,GBP,102.9317,1
2021-06-09,RUB,1,1
2021-06-09,USD,72.8256,1
2021-06-10,EUR,87.8114,1
2021-06-10,GBP,102.228,1
2021-06-10,RUB,1,1
2021-06-10,USD,72.0829,1
2021-06-11,EUR,87.8065,1
2021-06-11,GBP,101.7334,1
2021-06-11,RUB,1,1
2021-06-11,USD,72.1974,1
2021-06-12,EUR,87.3274,1
2021-06-12,GBP,101.4554,1
2021-06-12,RUB,1,1
2021-06-12,USD,71.6797,1
2021-06-13,EUR,87.3274,1
2021-06-13,GBP,101.4554,1
2021-06-13,RUB,1,1
2021-06-13,USD,71.6797,1
2021-06-14,EUR,87.3274,1
2021-06-14,GBP,101.4554,1
2021-06-14,RUB,1,1
2021-06-14,USD,71.6797,1
2021-06-15,EUR,87.3274,1
2021-06-15,GBP,101.4554,1
2021-06-15,RUB,1,1
2021-06-15,USD,71.6797,1
2021-06-16,EUR,87.211,1
2021-06-16,GBP,101.3259,1
2021-06-16,RUB,1,1
2021-06-16,USD,71.8318,1
2021-06-17,EUR,87.3536,1
2021-06-17,GBP,101.6304,1
2021-06-17,RUB,1,1
2021-06-17,USD,72.0323,1
2021-06-18,EUR,86.7012,1
2021-06-18,GBP,101.427,1
2021-06-18,RUB,1,1
2021-06-18,USD,72.5048,1
2021-06-19,EUR,85.9943,1
2021-06-19,GBP,100.3808,1
2021-06-19,RUB,1,1
2021-06-19,USD,72.2216,1
2021-06-20,EUR,85.9943,1
2021-06-20,GBP,100.3808,1
2021-06-20,RUB,1,1
2021-06-20,USD,72.2216,1
2021-06-21,EUR,85.9943,1
2021-06-21,GBP,100.3808,1
2021-06-21,RUB,1,1
2021-06-21,USD,72.2216,1
2021-06-22,EUR,86.8942,1
2021-06-22,GBP,101.2704,1
2021-06-22,RUB,1,1
2021-06-22,USD,73.1987,1
2021-06-23,EUR,87.0677,1
2021-06-23,GBP,101.4594,1
2021-06-23,RUB,1,1
2021-06-23,USD,73.1661,1
2021-06-24,EUR,86.7137,1
2021-06-24,GBP,101.5232,1
2021-06-24,RUB,1,1
2021-06-24,USD,72.6671,1
2021-06-25,EUR,86.3283,1
2021-06-25,GBP,101.1334,1
2021-06-25,RUB,1,1
2021-06-25,USD,72.326,1
2021-06-26,EUR,86.1919,1
2021-06-26,GBP,100.366,1
2021-06-26,RUB,1,1
2021-06-26,USD,72.1694,1
2021-06-27,EUR,86.1919,1
2021-06-27,GBP,100.366,1
2021-06-27,RUB,1,1
2021-06-27,USD,72.1694,1
2021-06-28,EUR,86.1919,1
2021-06-28,GBP,100.366,1
2021-06-28,RUB,1,1
2021-06-28,USD,72.1694,1
2021-06-29,EUR,86.1657,1
2021-06-29,GBP,100.3342,1
2021-06-29,RUB,1,1
2021-06-29,USD,72.1777,1
2021-06-30,EUR,86.2026,1
2021-06-30,GBP,100.1994,1
2021-06-30,RUB,1,1
2021-06-30,USD,72.3723,1
2021-07-01,EUR,86.5118,1
2021-07-01,GBP,100.6346,1
2021-07-01,RUB,1,1
2021-07-01,USD,72.7234,1
2021-07-02,EUR,86.4113,1
2021-07-02,GBP,100.6066,1
2021-07-02,RUB,1,1
2021-07-02,USD,72.9086,1
2021-07-03,EUR,87.0748,1
2021-07-03,GBP,101.3271,1
2021-07-03,RUB,1,1
2021-07-03,USD,73.6175,1
2021-07-04,EUR,87.0748,1
2021-07-04,GBP,101.3271,1
2021-07-04,RUB,1,1
2021-07-04,USD,73.6175,1
2021-07-05,EUR,87.0748,1
2021-07-05,GBP,101.3271,1
2021-07-05,RUB,1,1
2021-07-05,USD,73.6175,1
2021-07-06,EUR,87.0272,1
2021-07-06,GBP,101.5953,1
2021-07-06,RUB,1,1
2021-07-06,USD,73.354,1
2021-07-07,EUR,87.0034,1
2021-07-07,GBP,101.51,1
2021-07-07,RUB,1,1
2021-07-07,USD,73.266,1
2021-07-08,EUR,87.5588,1
2021-07-08,GBP,102.2074,1
2021-07-08,RUB,1,1
2021-07-08,USD,74.058,1
2021-07-09,EUR,88.7755,1
2021-07-09,GBP,103.6115,1
2021-07-09,RUB,1,1
2021-07-09,USD,75.1952,1
2021-07-10,EUR,88.1397,1
2021-07-10,GBP,102.6386,1
2021-07-10,RUB,1,1
2021-07-10,USD,74.4675,1
2021-07-11,EUR,88.1397,1
2021-07-11,GBP,102.6386,1
2021-07-11,RUB,1,1
2021-07-11,USD,74.4675,1
2021-07-12,EUR,88.1397,1
2021-07-12,GBP,102.6386,1
2021-07-12,RUB,1,1
2021-07-12,USD,74.4675,1
2021-07-13,EUR,88.605,1
2021-07-13,GBP,103.5541,1
2021-07-13,RUB,1,1
2021-07-13,USD,74.6336,1
2021-07-14,EUR,87.782,1
2021-07-14,GBP,102.6308,1
2021-07-14,RUB,1,1
2021-07-14,USD,74.0589,1
2021-07-15,EUR,87.3917,1
2021-07-15,GBP,102.6982,1
2021-07-15,RUB,1,1
2021-07-15,USD,74.1236,1
2021-07-16,EUR,87.8316,1
2021-07-16,GBP,102.6904,1
2021-07-16,RUB,1,1
2021-07-16,USD,74.2197,1
2021-07-17,EUR,87.5673,1
2021-07-17,GBP,102.7119,1
2021-07-17,RUB,1,1
2021-07-17,USD,74.1656,1
2021-07-18,EUR,87.5673,1
2021-07-18,GBP,102.7119,1
2021-07-18,RUB,1,1
2021-07-18,USD,74.1656,1
2021-07-19,EUR,87.5673,1
2021-07-19,GBP,102.7119,1
2021-07-19,RUB,1,1
2021-07-19,USD,74.1656,1
2021-07-20,EUR,87.6097,1
2021-07-20,GBP,102.0329,1
2021-07-20,RUB,1,1
2021-07-20,USD,74.3463,1
2021-07-21,EUR,87.7727,1
2021-07-21,GBP,101.8143,1
2021-07-21,RUB,1,1
2021-07-21,USD,74.491,1
2021-07-22,EUR,87.5983,1
2021-07-22,GBP,101.4618,1
2021-07-22,RUB,1,1
2021-07-22,USD,74.4947,1
2021-07-23,EUR,86.9227,1
2021-07-23,GBP,101.2857,1
2021-07-23,RUB,1,1
2021-07-23,USD,73.6945,1
2021-07-24,EUR,86.8451,1
2021-07-24,GBP,101.3106,1
2021-07-24,RUB,1,1
2021-07-24,USD,73.7663,1
2021-07-25,EUR,86.8451,1
2021-07-25,GBP,101.3106,1
2021-07-25,RUB,1,1
2021-07-25,USD,73.7663,1
2021-07-26,EUR,86.8451,1
2021-07-26,GBP,101.3106,1
2021-07-26,RUB,1,1
2021-07-26,USD,73.7663,1
2021-07-27,EUR,87.3171,1
2021-07-27,GBP,101.8773,1
2021-07-27,RUB,1,1
2021-07-27,USD,74.098,1
2021-07-28,EUR,86.9919,1
2021-07-28,GBP,101.7465,1
2021-07-28,RUB,1,1
2021-07-28,USD,73.8471,1
2021-07-29,EUR,86.9173,1
2021-07-29,GBP,102.0954,1
2021-07-29,RUB,1,1
2021-07-29,USD,73.6088,1
2021-07-30,EUR,86.8624,1
2021-07-30,GBP,102.1811,1
2021-07-30,RUB,1,1
2021-07-30,USD,73.1904,1
2021-07-31,EUR,86.9913,1
2021-07-31,GBP,102.2042,1
2021-07-31,RUB,1,1
2021-07-31,USD,73.1388,1
2021-08-01,EUR,86.9913,1
2021-08-01,GBP,102.2042,1
2021-08-01,RUB,1,1
2021-08-01,USD,73.1388,1
2021-08-02,EUR,86.9913,1
2021-08-02,GBP,102.2042,1
2021-08-02,RUB,1,1
2021-08-02,USD,73.1388,1
2021-08-03,EUR,86.7717,1
2021-08-03,GBP,101.6888,1
2021-08-03,RUB,1,1
2021-08-03,USD,73.0156,1
2021-08-04,EUR,86.5578,1
2021-08-04,GBP,101.4238,1
2021-08-04,RUB,1,1
2021-08-04,USD,72.8724,1
2021-08-05,EUR,86.4112,1
2021-08-05,GBP,101.3541,1
2021-08-05,RUB,1,1
2021-08-05,USD,72.7857,1
2021-08-06,EUR,86.6529,1
2021-08-06,GBP,101.7767,1
2021-08-06,RUB,1,1
2021-08-06,USD,73.168,1
2021-08-07,EUR,86.4621,1
2021-08-07,GBP,101.7683,1
2021-08-07,RUB,1,1
2021-08-07,USD,73.1304,1
2021-08-08,EUR,86.4621,1
2021-08-08,GBP,101.7683,1
2021-08-08,RUB,1,1
2021-08-08,USD,73.1304,1
2021-08-09,EUR,86.4621,1
2021-08-09,GBP,101.7683,1
2021-08-09,RUB,1,1
2021-08-09,USD,73.1304,1
2021-08-10,EUR,86.4378,1
2021-08-10,GBP,101.8965,1
2021-08-10,RUB,1,1
2021-08-10,USD,73.5078,1
2021-08-11,EUR,86.3578,1
2021-08-11,GBP,102.0117,1
2021-08-11,RUB,1,1
2021-08-11,USD,73.5962,1
2021-08-12,EUR,86.6257,1
2021-08-12,GBP,102.2406,1
2021-08-12,RUB,1,1
2021-08-12,USD,73.9695,1
2021-08-13,EUR,86.3457,1
2021-08-13,GBP,102.0229,1
2021-08-13,RUB,1,1
2021-08-13,USD,73.5671,1
2021-08-14,EUR,86.2195,1
2021-08-14,GBP,101.3842,1
2021-08-14,RUB,1,1
2021-08-14,USD,73.4721,1
2021-08-15,EUR,86.2195,1
2021-08-15,GBP,101.3842,1
2021-08-15,RUB,1,1
2021-08-15,USD,73.4721,1
2021-08-16,EUR,86.2195,1
2021-08-16,GBP,101.3842,1
2021-08-16,RUB,1,1
2021-08-16,USD,73.4721,1
2021-08-17,EUR,86.5072,1
2021-08-17,GBP,101.758,1
2021-08-17,RUB,1,1
2021-08-17,USD,73.392,1
2021-08-18,EUR,86.4804,1
2021-08-18,GBP,101.4767,1
2021-08-18,RUB,1,1
2021-08-18,USD,73.4753,1
2021-08-19,EUR,86.121,1
2021-08-19,GBP,101.0855,1
2021-08-19,RUB,1,1
2021-08-19,USD,73.4633,1
2021-08-20,EUR,86.615,1
2021-08-20,GBP,101.5414,1
2021-08-20,RUB,1,1
2021-08-20,USD,74.1503,1
2021-08-21,EUR,86.8646,1
2021-08-21,GBP,101.321,1
2021-08-21,RUB,1,1
2021-08-21,USD,74.364,1
2021-08-22,EUR,86.8646,1
2021-08-22,GBP,101.321,1
2021-08-22,RUB,1,1
2021-08-22,USD,74.364,1
2021-08-23,EUR,86.8646,1
2021-08-23,GBP,101.321,1
2021-08-23,RUB,1,1
2021-08-23,USD,74.364,1
2021-08-24,EUR,86.7838,1
2021-08-24,GBP,101.1009,1
2021-08-24,RUB,1,1
2021-08-24,USD,74.0666,1
2021-08-25,EUR,86.8058,1
2021-08-25,GBP,101.3141,1
2021-08-25,RUB,1,1
2021-08-25,USD,73.9465,1
2021-08-26,EUR,86.5814,1
2021-08-26,GBP,101.3447,1
2021-08-26,RUB,1,1
2021-08-26,USD,73.7428,1
2021-08-27,EUR,87.0576,1
2021-08-27,GBP,101.6782,1
2021-08-27,RUB,1,1
2021-08-27,USD,73.9908,1
2021-08-28,EUR,87.0304,1
2021-08-28,GBP,101.369,1
2021-08-28,RUB,1,1
2021-08-28,USD,73.9866,1
2021-08-29,EUR,87.0304,1
2021-08-29,GBP,101.369,1
2021-08-29,RUB,1,1
2021-08-29,USD,73.9866,1
2021-08-30,EUR,87.0304,1
2021-08-30,GBP,101.369,1
2021-08-30,RUB,1,1
2021-08-30,USD,73.9866,1
2021-08-31,EUR,86.8104,1
2021-08-31,GBP,101.3119,1
2021-08-31,RUB,1,1
2021-08-31,USD,73.5744,1
2021-09-01,EUR,86.666,1
2021-09-01,GBP,100.9479,1
2021-09-01,RUB,1,1
2021-09-01,USD,73.2781,1
2021-09-02,EUR,86.3949,1
2021-09-02,GBP,100.6965,1
2021-09-02,RUB,1,1
2021-09-02,USD,73.1912,1
2021-09-03,EUR,86.297,1
2021-09-03,GBP,100.3861,1
2021-09-03,RUB,1,1
2021-09-03,USD,72.8491,1
2021-09-04,EUR,86.5366,1
2021-09-04,GBP,100.8088,1
2021-09-04,RUB,1,1
2021-09-04,USD,72.8545,1
2021-09-05,EUR,86.5366,1
2021-09-05,GBP,100.8088,1
2021-09-05,RUB,1,1
2021-09-05,USD,72.8545,1
2021-09-06,EUR,86.5366,1
2021-09-06,GBP,100.8088,1
2021-09-06,RUB,1,1
2021-09-06,USD,72.8545,1
2021-09-07,EUR,86.5743,1
2021-09-07,GBP,101.0045,1
2021-09-07,RUB,1,1
2021-09-07,USD,72.9538,1
2021-09-08,EUR,86.8922,1
2021-09-08,GBP,101.0986,1
2021-09-08,RUB,1,1
2021-09-08,USD,73.1909,1
2021-09-09,EUR,86.9114,1
2021-09-09,GBP,101.0196,1
2021-09-09,RUB,1,1
2021-09-09,USD,73.4421,1
2021-09-10,EUR,86.4677,1
2021-09-10,GBP,100.9619,1
2021-09-10,RUB,1,1
2021-09-10,USD,73.129,1
2021-09-11,EUR,86.1478,1
2021-09-11,GBP,100.9982,1
2021-09-11,RUB,1,1
2021-09-11,USD,72.76,1
2021-09-12,EUR,86.1478,1
2021-09-12,GBP,100.9982,1
2021-09-12,RUB,1,1
2021-09-12,USD,72.76,1
2021-09-13,EUR,86.1478,1
2021-09-13,GBP,100.9982,1
2021-09-13,RUB,1,1
